name,org_name,description,address,city,state,zipcode,latitude,longitude,min_age,max_age,category_id,category name,category description,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL Kelly,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",6151 S. Normal Blvd.,Chicago,IL,60621,41.7824,-87.6375,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL King,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",3436 S. King Dr.,Chicago,IL,60616,41.8323,-87.6173,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL Lincoln Belmont,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",1659 W. Melrose St.,Chicago,IL,60657,41.9404,-87.6707,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL Little Village,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",2311 S. Kedzie Ave.,Chicago,IL,60623,41.8496,-87.705,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL McKinley Park,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",1915 W. 35th St.,Chicago,IL,60609,41.8301,-87.6734,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL North Austin,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",5724 W. North Ave.,Chicago,IL,60639,41.9096,-87.7689,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL North Pulaski,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",4300 W. North Ave.,Chicago,IL,60639,41.9099,-87.7343,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL Northtown,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",6435 N. California Ave.,Chicago,IL,60645,41.9988,-87.6995,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL Portage- Cragin,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",5108 W. Belmont Ave.,Chicago,IL,60641,41.9388,-87.7549,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL Pullman,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",11001 S. Indiana Ave.,Chicago,IL,60628,41.6944,-87.6183,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL Rogers Park,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",6907 N. Clark St.,Chicago,IL,60626,42.0068,-87.6733,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL Roosevelt,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",1101 W. Taylor St.,Chicago,IL,60607,41.8694,-87.6545,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL Scottsdale,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",4101 W. 79th St.,Chicago,IL,60652,41.7494,-87.7243,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL Sherman Park,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",5440 S. Racine Ave.,Chicago,IL,60609,41.7942,-87.6549,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL South Chicago,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",9055 S. Houston Ave.,chicago,IL,60617,41.7305,-87.5499,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL Sulzer Regional,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",4455 N. Lincoln Ave.,Chicago,IL,60625,41.9626,-87.6843,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL West Chicago,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",4856 W. Chicago Ave.,Chicago,IL,60651,41.895,-87.7477,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL West Lawn,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",4020 W. 63rd St.,Chicago,IL,60629,41.7787,-87.7238,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL West Pullman,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",830 W. 119th St.,Chicago,IL,60643,41.6778,-87.6432,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Dave Dinaso's Traveling World of Reptiles-CPL Wrightwood-Ashburn,Chicago Public Library,"The Traveling World of Reptiles it can best be described as an up-close, live, and extremely interactive or \hands on\"" experience about reptiles and amphibians from around the world. We blend education and a unique style of humor to form a totally original experience that makes our presentation every bit as entertaining as it is educational.""",8530 S. Kedzie Ave.,Chicago,IL,60652,41.7376,-87.7023,2,12,10,Zoology,Learning about and interacting with all kinds of animals,,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Austin-Irving,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",6100 W. Irving Park Rd.,Chicago,IL,60634,41.953,-87.7793,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Beverly,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",1962 W. 95th St.,Chicago,IL,60643,41.7211,-87.6723,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Blackstone,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",4904 S. Lake Park Ave.,chicago,IL,60615,41.8058,-87.5903,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Chicago Bee,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",3647 S. State St.,Chicago,IL,60609,41.828,-87.6263,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Galewood-Mont Clare,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",6871 W. Belden Avenue,Chicago,IL,60707,41.9208,-87.7971,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Humboldt Park,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",1605 N. Troy St.,Chicago,IL,60647,41.9105,-87.7053,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Lincoln Park,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",1150 W. Fullerton Ave.,Chicago,IL,60614,41.9255,-87.6582,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Little Village,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",2311 S. Kedzie Ave.,Chicago,IL,60623,41.8496,-87.705,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL North Austin,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",5724 W. North Ave.,Chicago,IL,60639,41.9096,-87.7689,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL North Pulaski,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",4300 W. North Ave.,Chicago,IL,60639,41.9099,-87.7343,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Northtown,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",6435 N. California Ave.,Chicago,IL,60645,41.9988,-87.6995,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Richard M. Daley - West Humboldt,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",733 N. Kedzie Ave.,Chicago,IL,60612,41.8947,-87.7062,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Roden,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",6083 N. Northwest Hwy.,Chicago,IL,60631,41.9919,-87.7982,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Scottsdale,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",4101 W. 79th St.,Chicago,IL,60652,41.7494,-87.7243,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Walker,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",11071 S. Hoyne Ave.,Chicago,IL,60643,41.6921,-87.6741,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL West Belmont,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",3104 N. Narragansett Ave.,Chicago,IL,60634,41.9366,-87.7859,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL West Pullman ,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",830 W. 119th St.,Chicago,IL,60643,41.6778,-87.6432,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do? CPL Woodson Regional,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",9525 S. Halsted St.,Chicago,IL,60628,41.7208,-87.643,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?--CPL Kelly,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",6151 S. Normal Blvd.,Chicago,IL,60621,41.7824,-87.6375,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Archer Heights,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",5055 S. Archer Ave.,Chicago,IL,60632,41.8009,-87.7266,2,14,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Austin,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",5615 W. Race Ave.,Chicago,IL,60644,41.8891,-87.7669,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Avalon,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",8148 S. Stony Island Ave.,Chicago,IL,60617,41.7463,-87.5862,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Back of the Yards,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",2111 W. 47th St.,Chicago,IL,60609,41.8077,-87.6776,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Bezazian,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",1226 W. Ainslie St.,Chicago,IL,60640,41.9715,-87.6609,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Brainerd ,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",1350 W. 89th St.,Chicago,IL,60620,41.7323,-87.6577,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Brighton Park,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",4314 S. Archer Ave.,Chicago,IL,60632,41.815,-87.7027,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Budlong Woods,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",5630 N. Lincoln Ave.,Chicago,IL,60659,41.9837,-87.6961,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Canaryville,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",642 W. 43rd St.,Chicago,IL,60609,41.8165,-87.6426,2,14,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Chicago Lawn,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",6120 S. Kedzie Ave.,Chicago,IL,60629,41.782,-87.7035,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Clearing,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",6423 W. 63rd Pl.,Chicago,IL,60638,41.7768,-87.7821,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
